0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
9,1
10,2
11,3
12,3
13,3
14,3
15,4
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
17,11
18,12
19,13
20,14
20,15
20,16
21,16
22,16
23,16
24,16
25,16
26,16
27,16
27,17
28,17
29,17
30,17
31,17
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,17
41,18
42,19
43,19
44,19
45,19
46,19
47,19
48,19
49,19
50,19
51,19
52,19
53,19
54,20
55,21
55,22
55,23
55,24
55,25
55,26
56,26
57,26
58,26
59,26
60,26
60,27
60,28
60,29
60,30
60,31
60,32
60,33
60,34
60,35
60,36
60,37
60,38
60,39
60,40
60,41
60,42
60,43
60,44
60,45
60,46
60,47
60,48
60,49
