0,0
0,1
0,2
0,3
0,4
1,5
2,6
3,6
4,6
5,6
6,6
7,6
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
9,14
10,14
11,14
12,14
13,14
14,14
15,14
16,15
16,16
17,17
18,18
19,19
20,20
21,20
22,20
23,20
24,20
25,20
25,21
25,22
25,23
26,24
27,24
28,24
29,24
30,24
31,24
32,24
33,24
34,24
35,24
36,24
37,24
38,24
39,24
40,24
41,24
42,24
43,24
44,25
45,25
46,25
47,25
48,25
49,26
50,26
50,27
50,28
50,29
50,30
50,31
50,32
50,33
50,34
50,35
50,36
50,37
50,38
50,39
50,40
50,41
50,42
50,43
51,44
51,45
51,46
51,47
51,48
51,49
51,50
51,51
51,52
51,53
51,54
51,55
51,56
51,57
51,58
51,59
51,60
51,61
51,62
52,62
53,62
54,62
55,62
56,63
57,64
57,65
57,66
57,67
58,67
59,67
60,67
61,67
62,67
63,67
64,67
65,67
66,67
67,67
68,67
69,67
69,68
69,69
69,70
69,71
69,72
69,73
69,74
69,75
69,76
70,76
71,76
72,76
