0,0
0,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
49,3
49,4
49,5
50,6
51,6
52,6
53,6
54,6
54,7
55,7
56,7
57,7
58,7
59,8
59,9
59,10
60,11
61,12
62,12
63,13
63,14
63,15
63,16
63,17
63,18
63,19
63,20
63,21
63,22
63,23
63,24
64,25
64,26
64,27
65,28
65,29
65,30
65,31
65,32
66,32
67,32
68,32
69,32
70,32
70,33
70,34
70,35
70,36
70,37
70,38
71,38
72,38
72,39
72,40
72,41
72,42
72,43
72,44
72,45
72,46
72,47
72,48
72,49
72,50
72,51
72,52
72,53
72,54
72,55
72,56
