0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
41,1
41,2
41,3
41,4
41,5
42,6
43,6
44,6
45,6
46,7
47,8
48,9
48,10
49,11
50,12
51,12
51,13
51,14
52,15
53,16
54,16
55,16
55,17
55,18
55,19
55,20
55,21
56,22
57,22
57,23
57,24
57,25
57,26
57,27
57,28
57,29
57,30
57,31
57,32
57,33
57,34
57,35
57,36
57,37
57,38
57,39
57,40
57,41
57,42
57,43
57,44
57,45
57,46
57,47
57,48
57,49
57,50
57,51
57,52
57,53
57,54
58,55
59,55
59,56
59,57
59,58
59,59
59,60
