0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
56,1
56,2
56,3
56,4
57,5
58,6
59,7
60,7
61,7
62,7
63,7
64,8
65,9
65,10
65,11
65,12
66,12
67,13
67,14
67,15
67,16
68,16
69,16
70,16
71,16
72,16
73,16
74,16
74,17
74,18
74,19
74,20
75,20
76,21
77,21
77,22
77,23
77,24
77,25
77,26
77,27
77,28
77,29
77,30
77,31
77,32
78,32
79,32
80,32
81,32
82,32
83,32
84,32
84,33
84,34
84,35
84,36
84,37
84,38
84,39
85,39
86,39
87,39
88,39
89,40
90,41
90,42
90,43
90,44
90,45
