,city021_001,city021_002,city021_003,city021_004,city021_005,city021_006,city021_007,city021_008,city021_009,city021_010,city021_011,city021_012,city021_013,city021_014,city021_015,city021_016,city021_017,city021_018,city021_019,city021_020,city021_021,city021_022,city021_023,city021_024,city021_025,city021_026,city021_027,city021_028,city021_029,city021_030,city021_031,city021_032,city021_033,city021_034,city021_035,city021_036,city021_037,city021_038,city021_039,city021_040,city021_041,city021_042,city021_043,city021_044,city021_045,city021_046,city021_047,city021_048,city021_049,city021_050,city021_051,city021_052,city021_053,city021_054,city021_055,city021_056,city021_057,city021_058,city021_059,city021_060,city021_061,city021_062,city021_063,city021_064,city021_065,city021_066,city021_067,city021_068,city021_069,city021_070,city021_071,city021_072,city021_073,city021_074,city021_075,city021_076,city021_077,city021_078,city021_079,city021_080,city021_081,city021_082,city021_083,city021_084,city021_085,city021_086,city021_087,city021_088,city021_089,city021_090,city021_091,city021_092,city021_093,city021_094,city021_095,city021_096,city021_097,city021_098,city021_099,city021_100
city022_001,0.631379,1.06772,1.043124,1.089413,0.923881,1.023895,1.187546,1.059396,1.074661,1.088617,1.010329,1.092984,1.080251,1.010674,1.171037,1.04854,1.142656,1.412502,0.996711,1.102804,0.992862,1.099743,1.011635,1.207932,1.007344,0.834913,1.202814,1.065135,1.120288,1.146371,0.993085,1.120576,1.132499,1.170955,1.036888,0.943348,1.404696,1.12878,0.863199,1.362895,1.110293,0.974565,1.019427,0.956999,0.96506,1.107606,1.087867,1.111125,0.972136,1.075075,1.124377,1.149758,1.088441,1.173705,0.930655,0.986325,0.99713,1.022168,1.14665,1.105432,0.896352,1.100614,0.829342,1.082094,0.946245,1.079177,1.004093,1.16503,1.376312,1.106059,1.116484,1.103537,1.126895,0.986931,1.022211,0.964941,1.136653,1.109819,1.083658,0.881978,1.141633,1.167381,1.054514,1.139189,1.104484,0.976127,1.093049,1.009373,0.915123,1.183339,1.074584,1.094829,1.205103,0.969404,1.076614,1.153539,1.062841,0.846054,1.125666,1.057515
city022_002,1.133992,0.695677,1.013035,1.023644,1.111018,1.027572,1.127015,1.156751,1.006763,1.470204,1.112625,1.215673,1.081638,1.03039,1.232821,1.055784,1.09843,1.165555,1.088155,1.091684,1.07394,1.248696,0.873611,1.119166,1.123225,1.142219,1.09811,1.118214,1.038369,1.130207,1.247697,1.073721,1.089917,0.989141,1.166557,0.918318,1.101465,1.075936,1.150318,1.323866,1.241409,1.062368,1.14458,1.168481,1.245265,1.044639,1.083851,1.029735,1.191981,1.000085,0.995378,1.320561,1.087862,1.273023,1.160127,1.002661,1.158085,1.119855,1.028984,1.02214,0.927279,1.066442,1.017739,0.958559,0.981926,0.92739,1.113862,1.247079,1.153302,1.224969,1.244297,1.194185,1.148654,1.004041,0.936946,1.074718,1.254601,1.097245,1.187399,1.083532,1.010517,0.944542,1.085773,1.085655,1.102676,1.056642,1.073348,1.052154,0.988128,0.95725,1.076626,1.119835,1.161697,0.993887,1.088381,0.809667,1.064721,1.062345,1.066045,1.087156
city022_003,1.065524,0.926561,0.586756,0.907841,1.074374,0.923013,1.22361,1.148166,0.888461,1.223377,1.009708,0.995456,0.874283,0.979567,1.110584,1.000449,1.067842,1.319744,0.95554,1.011982,0.90596,1.147807,0.909276,0.893077,0.99308,1.121836,0.95161,1.204009,0.917656,0.902217,1.132903,1.072092,0.977092,0.832497,1.16872,1.024182,1.142212,0.990385,1.198848,1.33171,1.110374,0.965163,1.157728,1.080598,1.0433,0.975025,0.904033,0.99301,1.003702,0.990331,1.033595,1.281257,1.144438,1.13488,0.985747,0.974894,1.132576,1.064447,1.03567,0.879749,0.990236,0.972085,1.042398,0.986457,1.000576,1.057465,1.028451,1.191952,1.264342,1.144947,1.271387,1.084711,1.075339,0.969717,1.046368,1.047294,1.218854,1.03802,1.075849,1.089862,1.016401,0.854005,1.073761,1.098759,1.100579,1.072487,1.070106,1.046962,0.982149,0.98721,0.915715,1.094786,1.135374,1.091423,1.026042,0.97418,0.987724,1.068758,1.011468,0.969874
city022_004,1.002698,0.960159,0.931789,0.538449,1.170242,1.023758,1.227004,1.116592,0.805371,1.144038,0.982093,0.715559,0.935021,1.105418,0.908758,0.938189,0.782581,1.502674,1.137553,0.979468,0.960409,1.055624,0.995227,0.77246,0.73893,1.14586,0.825721,1.27916,0.800278,1.038841,1.145844,0.896327,1.116243,1.03725,0.905663,1.022449,0.997184,0.857171,1.099578,1.601168,1.156045,1.068442,1.244326,0.907238,1.016581,0.769248,0.882448,0.961396,0.876697,1.041001,0.821578,1.428354,1.312935,1.016539,1.016412,0.986347,1.06508,1.091518,1.102067,1.016024,0.930542,1.024761,1.053938,0.981565,1.018957,1.013359,0.840421,1.01877,1.295905,1.014756,1.339891,1.211173,0.86327,1.075424,1.036281,0.990428,1.274831,1.035229,1.016843,1.018195,0.828374,1.016027,0.880124,1.035319,1.007095,1.09103,1.001488,1.051879,1.093219,0.809403,0.682986,1.199768,1.224511,1.116248,1.011849,0.8832,1.057287,1.093781,0.880862,1.082507
city022_005,0.961173,1.151217,1.092612,1.233899,0.573054,1.026245,0.979274,1.120279,1.083968,1.080837,1.006123,1.232157,1.127276,0.956273,1.143771,1.311124,1.136014,1.182601,0.929754,1.201586,1.138016,1.136569,1.171304,1.189096,1.205308,0.959735,1.072669,0.939056,1.086097,1.102911,1.091743,1.143769,1.099367,1.115643,1.143315,0.93329,1.232694,1.098022,0.991975,1.121631,1.050295,1.053415,0.934944,1.106727,1.01689,1.046319,1.118891,1.054609,0.998831,1.097229,1.14675,1.121522,0.978189,1.077402,1.099162,1.007521,0.967182,1.145992,0.976991,1.113581,0.956894,1.204745,0.987499,1.06829,0.852869,1.166815,1.238147,1.078603,1.147397,1.081964,1.03192,1.050179,1.106029,1.035594,1.063954,0.985589,1.035975,1.029426,1.025205,1.050895,1.097503,1.219595,1.161361,1.08152,1.168968,0.975057,1.082305,1.116938,0.890198,1.098916,1.151653,0.975942,1.036998,0.902596,1.147693,1.057262,1.016401,1.037022,1.178633,1.177206
city022_006,1.088442,0.987715,0.959099,1.096472,0.944953,0.552842,1.176284,1.112637,1.096997,1.04475,0.969758,1.194602,1.002097,1.05272,1.178628,1.087696,1.205009,1.215468,1.007666,1.054521,0.981826,1.207823,0.989426,1.043715,1.178059,0.959379,1.056188,1.145072,1.014356,0.978497,1.112287,1.109307,1.03022,0.878664,1.134114,1.026276,1.261615,1.168793,1.122182,1.220203,1.023522,1.161487,1.012013,1.154491,1.007022,1.083998,1.072735,1.079417,1.040679,0.964432,1.10997,1.234353,1.112775,1.201683,1.053367,0.986515,1.056675,1.010115,1.131505,0.985252,1.000966,1.072865,0.825087,0.933705,0.857515,0.998558,1.16651,1.291822,1.258344,1.165353,1.030438,1.133315,1.160713,0.960363,1.177368,1.050147,1.096592,1.137197,0.977247,1.039967,1.139699,0.949897,1.135443,1.057133,1.230838,1.154956,1.212575,1.156052,1.074036,1.065002,1.093281,1.029899,1.277257,1.081486,1.203267,0.990061,0.987056,0.974288,1.091734,1.000995
city022_007,1.187326,1.191668,1.233837,1.264042,1.025372,1.214211,0.527793,1.007283,1.164469,1.11272,1.153239,1.149679,1.248614,0.962847,1.221001,1.412036,1.117165,0.869025,1.1156,1.264158,1.338116,1.008449,1.277304,1.331082,1.338878,1.184649,1.158114,1.079616,1.177933,1.275073,0.965223,1.198528,1.183669,1.184043,1.32394,1.109995,1.229948,1.185857,1.30193,0.885234,1.009593,1.123237,1.004587,1.327267,0.915231,1.295229,1.331976,1.024141,1.343054,1.160752,1.06813,0.964472,0.866762,1.24444,1.271003,1.010615,0.930949,1.333034,1.059274,1.229342,1.105914,1.321035,1.17295,1.101403,1.087976,1.276285,1.336715,1.22829,1.071409,0.837887,0.786336,0.87236,1.043488,1.090888,1.006297,1.056859,1.011265,1.184048,0.923086,1.130655,1.205346,1.193929,1.254755,1.130129,1.252371,1.192866,0.944603,1.140768,1.0425,1.26038,1.154962,0.822955,0.807891,0.992315,1.195308,1.159841,0.971874,1.213432,1.249631,1.280379
city022_008,1.123611,1.235182,1.188617,1.330866,1.101984,1.089608,0.957085,0.61403,1.243343,1.169714,1.159067,1.273968,1.36631,1.034838,1.276659,1.415538,1.377688,0.976081,1.077242,1.295615,1.225383,0.857106,1.283135,1.286607,1.265844,1.122171,1.151617,0.990842,1.207493,1.191339,0.820923,0.947641,1.05645,1.151231,1.276287,1.072661,1.246246,1.172703,1.168625,0.862781,1.043415,1.152391,1.045146,1.258834,1.013698,1.197649,1.327381,1.018029,1.277692,1.110559,1.27699,0.842051,0.894938,1.229439,1.173559,1.103709,1.119743,1.278127,1.065975,1.175517,1.043702,1.291807,1.099042,1.089033,1.043636,1.23631,1.304865,1.145914,1.108041,0.854756,0.988366,0.927016,1.364042,1.093018,1.235527,1.218404,0.954735,1.1545,1.043844,1.072513,1.371741,1.249146,1.071212,1.085338,1.247212,1.185319,0.916424,1.241383,1.162708,1.345935,1.225456,0.953532,1.009326,1.045436,1.145622,1.117846,1.157858,1.106401,1.287855,1.211318
city022_009,1.118465,0.954513,0.841038,0.819261,1.042398,1.007695,1.140117,1.199595,0.520627,1.265194,0.93603,0.811052,1.054923,0.960371,1.043994,1.068566,0.94576,1.271561,0.994797,1.067447,0.997199,1.147394,0.911093,0.772954,0.899074,1.087245,0.923508,1.096086,0.75992,1.034805,1.191487,0.856779,1.018159,0.968897,1.020208,0.90642,0.875275,0.884113,1.132071,1.293847,1.099794,1.010659,1.099058,0.925281,1.076643,0.86981,0.806808,1.014354,0.905419,0.978894,0.928222,1.358846,1.068997,1.116828,1.086483,0.927669,1.085156,1.09767,1.000971,0.977911,0.894864,1.104513,0.965428,0.967266,0.86866,0.946553,0.979498,0.995389,1.077958,1.130757,1.222137,0.99405,0.877256,0.963099,0.995676,0.993331,1.141124,1.013584,1.135612,0.964745,0.897118,0.955032,1.019393,1.04544,1.082241,1.042885,1.122155,1.083108,0.999508,0.900262,0.851684,1.126651,1.189463,0.994025,1.0111,0.964017,1.039156,1.073768,0.847329,1.071374
city022_010,1.02734,1.396739,1.169895,1.218699,1.068063,0.975468,1.072573,1.111484,1.278943,0.499529,1.076967,1.205826,1.230172,1.017514,1.31805,1.260558,1.405302,1.198518,1.035558,1.239662,1.175067,0.986081,1.208266,1.295574,1.135102,1.05705,1.266841,1.155277,1.238783,1.123047,0.945078,1.313035,1.357169,1.22289,1.223429,1.238701,1.614912,1.376185,1.210244,1.068157,0.830396,1.103283,0.943201,1.159447,0.822785,1.326473,1.256137,1.02009,1.056646,1.280002,1.357047,1.11837,1.06707,1.316527,1.049651,1.147564,0.878062,1.243266,1.262314,1.247137,1.174117,1.226613,1.018631,1.181385,1.163264,1.284671,1.14883,1.483801,1.433639,0.922607,0.866378,1.047142,1.202712,1.172414,1.309277,1.176947,1.009331,1.187602,0.770667,1.043042,1.354412,1.273559,1.249102,1.26342,1.18816,1.241089,1.075629,1.147806,1.104579,1.392292,1.189628,0.901748,1.139959,1.167311,1.198681,1.340277,1.056343,1.1866,1.456666,1.32594
city022_011,1.041138,1.049526,0.961803,1.009776,0.962643,0.949165,1.144201,1.11192,0.944053,1.092056,0.559024,0.987079,1.040154,0.840457,0.920352,1.104356,1.048597,1.273595,0.8792,1.041467,1.010552,1.11147,1.082195,0.931002,1.024784,1.000727,0.861416,1.044596,0.915629,0.906478,1.092588,0.984484,0.988094,0.908243,1.024646,1.02147,1.067978,0.884855,1.059575,1.177573,1.136723,1.041659,1.032847,0.97672,1.061128,0.93714,0.919001,0.955318,0.904906,0.96566,1.015768,1.219509,1.050535,0.948233,0.954478,0.900335,1.086424,1.033713,1.031976,0.938207,1.015324,1.072256,0.979984,1.032663,1.01563,1.100201,1.03543,0.981834,1.118924,1.142837,1.131135,1.068425,1.00509,0.952868,1.171489,1.047435,1.216456,0.918769,1.062883,0.980123,0.97409,1.08239,1.055007,0.936955,1.148325,1.123148,1.136522,1.151346,0.96232,1.020923,1.053395,1.088976,1.118355,1.00794,1.020487,1.097225,1.063923,1.024076,1.020864,1.026317
city022_012,1.046617,1.100751,0.920885,0.744644,1.224444,1.176818,1.214154,1.220862,0.893829,1.242456,1.006292,0.479202,0.902491,1.216593,0.914439,0.90509,0.819506,1.584908,1.208073,1.054436,0.922513,1.209998,0.983914,0.829189,0.832877,1.212473,0.96292,1.44688,0.907216,1.009509,1.254597,1.002388,1.180438,1.148286,0.975126,1.202372,0.947038,0.90943,1.135301,1.615993,1.20045,1.128392,1.368329,0.98237,1.037314,0.789704,0.947715,1.070999,0.98805,1.084249,0.85297,1.57855,1.419579,1.104526,1.058176,1.123345,1.193939,1.095466,1.182838,1.026892,1.156591,1.095532,1.159524,1.132432,1.107371,1.162196,0.906409,0.966182,1.363693,1.150606,1.285082,1.264059,0.81428,1.006068,1.022433,0.982049,1.427929,1.116407,1.065918,1.03257,0.863116,1.067926,1.016359,1.127613,1.094643,1.253204,1.169178,1.153418,1.1149,0.970178,0.85422,1.227729,1.320949,1.218611,1.186312,1.171939,1.156584,1.157766,0.957131,1.188055
city022_013,1.02833,1.030173,0.81973,0.951504,1.130896,0.952574,1.222795,1.23891,1.069463,1.211976,0.972717,0.859868,0.559344,1.084908,1.082118,0.827014,1.078078,1.453846,1.113233,1.035129,0.897513,1.209758,0.950096,1.071879,0.973122,1.146765,1.151589,1.333187,1.042976,0.978962,1.196274,1.140398,1.053826,1.03343,1.107206,1.118553,1.257426,1.076677,1.207862,1.514242,1.152569,1.074127,1.125844,1.062761,1.04066,0.962678,0.971621,1.094781,1.035871,1.083247,1.03531,1.429599,1.244609,1.161245,1.037843,1.087738,1.131114,1.039133,1.238203,0.949338,1.043182,1.013557,1.117838,1.056809,1.096356,0.995253,0.979298,1.181947,1.500589,1.224419,1.267674,1.134158,1.011043,0.968003,1.11131,1.007671,1.293667,1.147706,1.117249,1.120224,1.00952,0.908817,1.139581,1.227181,1.146799,1.134468,1.1941,1.133644,1.099811,1.139703,1.012188,1.198145,1.30052,1.155887,1.202939,1.100383,1.056551,1.139637,1.142227,1.094914
city022_014,1.065816,1.089985,0.976305,1.112247,0.984988,1.073937,1.023479,1.057585,0.999385,1.166574,0.862789,1.125931,1.063282,0.572299,1.104768,1.291082,1.085481,1.107745,0.669743,1.176031,1.203294,1.063171,1.130579,1.048865,1.175371,0.91178,0.996024,0.926252,0.999336,0.943886,1.105105,1.116772,1.092744,0.933182,1.252802,0.90378,1.126723,1.107178,1.11873,1.072368,1.081913,0.917503,1.054322,1.158326,1.124992,1.024289,1.063773,0.990832,1.154361,1.026496,1.040996,1.122881,0.924759,1.118044,1.038604,0.841043,1.128768,1.194598,0.923486,1.025111,0.942086,1.218339,0.977926,1.05998,0.944679,1.09909,1.252425,1.132234,0.976048,1.099411,1.069184,0.81618,1.072363,0.917819,0.884149,0.985829,1.130168,0.913874,1.026527,1.01095,0.985905,1.067343,1.082262,1.026338,1.206783,0.981534,0.992742,1.056892,0.893318,1.047684,1.097404,0.950397,0.997738,0.936979,1.031983,0.983326,0.990728,1.047817,1.061559,1.13621
city022_015,1.134507,1.162165,1.100902,1.035323,1.087476,1.154267,1.203138,1.277702,1.079056,1.351397,0.918354,0.901315,1.103481,1.084467,0.578141,1.202545,0.906497,1.298769,1.183341,1.060151,1.205188,1.22345,1.2392,1.05422,1.037595,1.032538,0.883052,1.094712,0.994968,0.993269,1.182021,0.934845,0.954576,1.107229,1.052895,1.160274,0.999928,0.870093,1.147456,1.305715,1.351682,1.251068,1.32156,0.926841,1.255118,0.980451,1.150349,1.092007,1.045081,1.085377,0.888069,1.252373,1.228563,0.64042,1.174088,1.088712,1.231923,1.057498,1.150458,1.037149,1.192359,1.084393,1.210729,1.216607,1.120486,1.210316,1.104305,0.79794,1.158543,1.128068,1.2835,1.260807,1.003955,1.118415,1.159652,1.113594,1.367694,1.088959,1.136244,1.140457,0.979346,1.234263,1.126375,1.036062,1.172102,1.204006,1.20505,1.284545,1.087347,1.046449,0.967407,1.198142,1.325909,1.137791,1.167725,1.14088,1.228123,1.185594,1.029476,1.166318
city022_016,1.029579,1.003938,0.960603,0.970821,1.25556,1.010646,1.359529,1.255295,1.124117,1.221704,1.158129,0.904535,0.808686,1.293703,1.204013,0.546919,1.153814,1.659136,1.328703,0.927637,0.686064,1.206421,0.939586,1.081511,0.860008,1.126912,1.152655,1.37256,1.093465,0.973742,1.219973,1.088974,1.085,1.096768,0.951774,1.138619,1.266274,1.146715,1.156452,1.719625,1.292343,1.264357,1.097917,1.019209,1.014661,1.045461,1.145227,1.132437,1.026463,0.972273,1.041615,1.608986,1.444332,1.263343,0.949015,1.181683,1.145872,0.886687,1.381657,0.997813,1.067658,0.902008,1.023124,1.107164,1.254901,0.866873,0.991042,1.114398,1.553154,1.207179,1.381901,1.328247,1.0773,1.026851,1.325466,1.136508,1.28203,1.312036,1.193009,0.952226,1.107751,0.898586,1.05461,1.240938,1.069015,1.204163,1.177376,1.135985,1.146252,1.154119,1.020435,1.331764,1.375054,1.202859,1.163799,0.958278,1.144227,1.040876,1.188199,0.85078
city022_017,1.136297,0.996056,1.040075,0.905084,1.093047,1.218328,1.075245,1.241469,0.994944,1.436587,1.023273,0.806157,1.060632,1.1075,0.814254,1.118268,0.532223,1.130538,1.186252,1.126881,1.147578,1.190548,1.035615,0.999181,0.914402,1.21344,0.89047,1.192182,0.918196,1.270022,1.287358,1.049484,1.077704,1.166557,1.016718,1.047061,0.899207,0.886646,1.280282,1.26107,1.349605,1.183764,1.272617,0.982815,1.210687,0.923634,1.079204,1.048782,1.046911,1.150359,0.776027,1.248004,1.322063,1.007597,1.183791,1.095995,1.125585,1.197015,1.134394,1.222724,1.089703,1.185938,1.118781,1.042757,1.066248,1.176537,0.976769,0.922982,1.209515,1.178674,1.252305,1.236935,0.89789,1.016172,0.853952,0.953079,1.359364,1.071221,1.101034,1.108515,0.812289,1.064187,1.081945,1.169941,1.072482,1.184009,1.069737,1.080829,1.027003,0.843319,0.817145,1.19999,1.185509,1.034739,1.157781,0.988328,1.060141,1.146248,0.883901,1.140607
city022_018,1.530053,1.299001,1.504986,1.687617,1.219132,1.158383,0.926964,1.061825,1.380941,1.182545,1.367394,1.600166,1.38906,1.074507,1.354412,1.734997,1.301772,0.531677,1.159795,1.443812,1.596173,1.201774,1.591832,1.397694,1.648401,1.313939,1.172964,1.248474,1.37314,1.534311,1.190767,1.447077,1.331325,1.255464,1.611695,1.243918,1.323627,1.331122,1.495962,0.821976,1.118768,1.387209,1.08611,1.485795,1.283696,1.253363,1.462807,1.163944,1.567491,1.381929,1.361872,0.931332,1.038226,1.529588,1.454705,1.414822,1.257522,1.617614,1.081103,1.506371,1.302826,1.709731,1.139261,1.204767,1.064941,1.37844,1.771114,1.417282,1.166825,1.191395,0.847564,0.995489,1.495637,1.177415,1.228294,1.476644,1.01452,1.322124,1.079922,1.271854,1.366217,1.385011,1.373215,1.226218,1.635985,1.392358,1.115738,1.58439,1.26501,1.243415,1.463593,0.947873,1.029184,1.332634,1.490653,1.203896,1.202176,1.205612,1.241188,1.290853
city022_019,1.097254,1.133516,1.029882,1.254456,0.996324,0.972223,1.080421,1.010855,1.029521,1.064992,0.96402,1.261189,1.15298,0.734598,1.261959,1.394565,1.170307,1.094207,0.545168,1.234562,1.226687,1.107028,1.150327,1.062206,1.242989,1.031749,1.042767,0.897652,1.061215,1.044504,1.09174,1.231883,1.227632,0.983496,1.323519,0.98582,1.241237,1.198878,1.190752,1.077653,1.075288,0.923986,1.027244,1.264872,1.094491,1.078474,1.115058,0.964772,1.146669,1.139213,1.154377,1.170858,0.912087,1.285333,1.109323,0.919831,1.088198,1.258945,0.930521,1.071323,0.994629,1.375079,0.951265,0.978898,0.891052,1.199784,1.303813,1.302084,1.047988,1.070982,1.022084,0.855681,1.168527,0.941039,0.941583,1.034996,1.037588,0.973815,0.952411,0.903999,1.04671,1.150291,1.125631,1.044823,1.267454,1.020644,1.014851,1.13215,0.973823,1.083624,1.180549,0.944169,0.994322,1.062738,1.009883,1.001546,0.966392,1.01404,1.088265,1.152176
city022_020,1.073651,0.975669,0.937568,1.014931,1.085334,1.06226,1.222912,1.285329,1.069026,1.258736,1.057091,1.049742,1.032242,1.165822,1.06213,0.917329,1.083457,1.416096,1.193628,0.574618,0.973556,1.214031,0.922413,1.113938,0.969016,1.218922,1.041809,1.031061,1.03256,0.872874,1.239905,1.104564,0.998873,0.998093,1.021192,1.150343,1.241081,0.953562,1.212157,1.494265,1.266484,1.207674,1.015253,1.017783,1.128438,1.118672,1.167897,1.166231,0.951448,0.865582,0.992385,1.479044,1.229891,1.026119,1.022676,1.006632,0.981188,0.855176,1.28001,0.730515,1.049917,0.82118,1.027837,0.995412,1.126064,0.855146,0.986199,1.072231,1.321402,1.185541,1.308685,1.291211,1.003392,0.933405,1.198977,0.964462,1.25644,1.215324,1.173011,1.150284,1.038454,0.900555,1.169569,1.176509,1.021335,1.26381,1.219293,1.005145,1.1888,1.095417,1.04827,1.336937,1.313397,1.054853,1.212336,0.991631,1.100343,0.99698,1.084576,0.792781
city022_021,0.98249,0.954865,0.85552,1.002647,1.095852,0.919704,1.34499,1.199248,0.979338,1.185358,0.966576,0.902035,0.8554,1.142103,1.195767,0.700689,1.115928,1.523461,1.144053,0.957044,0.55214,1.160017,0.897215,1.011241,0.851384,1.085879,1.083811,1.274002,1.024111,0.971568,1.076241,1.054185,0.936531,1.031694,0.970826,1.088575,1.267147,1.064591,1.102984,1.541336,1.213165,1.152815,1.073211,1.009574,0.999309,0.935543,0.991407,1.092548,0.889807,0.960603,1.022993,1.46526,1.225943,1.229296,0.908124,1.059749,1.090457,0.867274,1.296383,0.986139,0.985477,0.924594,1.042362,1.075902,1.156097,0.937057,0.990715,1.084838,1.527901,1.178478,1.225838,1.256293,1.035263,0.976379,1.220804,1.124667,1.203437,1.219584,1.188865,0.896791,1.091515,0.927993,0.943128,1.196118,1.052815,1.114937,1.090774,1.093987,1.098309,1.09298,0.998979,1.257987,1.298432,1.108582,1.110874,0.931676,1.120559,1.043741,1.136964,0.883957
city022_022,1.133565,1.23836,1.176327,1.189593,1.111812,1.186256,1.00019,0.877803,1.184881,0.984535,1.134336,1.151148,1.258928,1.021661,1.217204,1.248179,1.220519,1.086706,1.1036,1.233754,1.143364,0.573008,1.173327,1.18377,1.098632,1.073254,1.155248,1.034384,1.13901,1.144062,0.796026,1.022978,1.096809,1.157903,1.166749,1.13802,1.313412,1.193309,1.081245,0.903516,0.950747,1.146588,0.944691,1.210337,0.915957,1.111399,1.193231,0.956346,1.153509,1.151173,1.175333,0.891204,0.893066,1.158679,1.170079,1.120098,0.9205,1.240024,1.177413,1.25828,1.155929,1.191158,1.175741,1.048423,1.159782,1.175538,1.14995,1.217918,1.257777,0.734126,0.95311,0.916676,1.188453,1.15321,1.212275,1.129815,0.954473,1.171303,0.943961,1.104222,1.310284,1.171999,1.132749,1.18674,1.109938,1.173674,0.868654,1.121782,1.071341,1.182657,1.116311,0.998405,0.909221,1.023479,1.159157,1.234968,1.056339,1.211303,1.246289,1.285475
city022_023,1.013008,0.804238,0.919447,0.999365,1.102352,0.9349,1.256916,1.195032,0.972237,1.270983,1.050954,0.957239,0.975866,1.129194,1.217328,0.953984,1.060613,1.517047,1.132819,0.970462,0.907511,1.081445,0.578607,0.948937,0.932672,1.024467,1.103332,1.153065,0.99176,0.96665,1.094318,1.03102,1.035355,0.951138,0.985758,1.050099,1.187762,1.064673,1.012782,1.456123,1.07538,0.998819,1.03697,1.043896,1.003005,0.981638,0.932492,1.074954,1.062457,0.931888,0.975011,1.322283,1.109233,1.174012,0.974285,0.981388,1.07234,0.878535,1.174317,0.910892,0.926269,0.956778,0.95801,0.969581,0.98399,0.913637,0.9864,1.189708,1.375856,1.156194,1.253026,1.225266,1.025254,0.944164,0.98112,0.955879,1.229277,1.115532,1.117349,1.02281,1.057299,0.942876,1.06673,1.13612,0.978927,1.058039,1.061771,0.904521,0.987547,0.966823,1.00297,1.225489,1.21851,0.968684,1.050473,0.901392,0.988314,0.980934,1.070944,0.965257
city022_024,1.211413,1.031998,0.865151,0.794938,1.124212,0.986257,1.206661,1.202901,0.807094,1.283166,0.968947,0.797141,1.107823,0.994063,1.01442,1.103399,0.914313,1.220739,0.969514,1.124359,0.973934,1.146346,0.935798,0.540417,0.855292,1.167644,0.747108,1.153497,0.720381,1.021995,1.271886,0.906562,1.080809,0.867817,1.011256,1.120602,0.90193,0.888677,1.276019,1.176378,1.083097,1.012953,1.155762,1.038619,1.106564,0.785665,0.787145,0.938452,0.963159,0.987906,0.864024,1.278173,1.040474,1.043517,1.100356,0.945812,1.19301,1.159304,1.072756,0.968226,1.050688,1.106357,1.057106,0.976509,0.947605,1.225289,0.998136,1.183634,1.250584,1.187179,1.152365,1.122342,0.968299,1.011271,1.045217,1.094801,1.232568,1.04466,1.048347,1.104243,0.928044,1.052809,1.057134,1.025388,1.041999,1.168961,1.071467,1.029157,1.073923,0.798349,0.737547,1.068111,1.213405,1.130877,1.084156,1.062907,0.975893,1.208695,0.852776,1.155316
city022_025,1.002361,1.031166,0.946461,0.777684,1.176726,1.145364,1.376821,1.211165,0.955834,1.153694,1.015628,0.866957,1.06052,1.234516,1.004536,0.844893,0.949314,1.587243,1.227439,0.971359,0.863954,1.102404,0.912818,0.874432,0.511428,1.087103,0.989026,1.205651,0.875955,1.029865,1.164797,0.90393,1.119169,1.096061,0.834183,1.126735,1.122694,0.865281,1.062691,1.588382,1.179849,1.16811,1.105979,0.754642,1.077844,0.827909,0.886486,1.034875,0.791158,0.96593,0.861717,1.473354,1.238084,0.991674,0.877102,1.023253,1.041735,0.947274,1.273384,1.026,1.006065,0.946176,0.990199,1.101903,1.10579,1.005941,0.830157,0.971626,1.534574,1.117643,1.32594,1.359184,0.969741,1.064718,1.168929,1.073482,1.241422,1.172877,1.088486,0.972004,1.017995,1.022454,0.937667,1.172076,0.952507,1.155075,1.042405,0.964727,1.139929,0.871917,0.782431,1.323714,1.35371,1.005177,1.109224,1.02201,1.119354,0.981259,1.041451,0.943335
city022_026,0.839529,1.002097,1.04069,1.088974,0.916534,0.907739,1.163102,1.047615,1.034048,1.135805,0.972823,1.122124,1.139459,0.869305,1.095627,1.129562,1.217461,1.24516,0.943356,1.129438,1.052307,1.068616,1.016301,1.177639,1.073643,0.580433,1.119688,0.88669,1.044094,1.031802,0.996904,0.985092,0.975029,1.028274,1.042373,0.767884,1.224376,1.094667,0.808533,1.220256,1.107903,0.932992,1.011916,0.937371,1.006678,1.095475,1.086996,1.023755,1.069578,0.982594,1.125372,1.116679,0.968162,1.066325,0.960558,0.962822,1.077954,1.013773,1.078458,1.039079,0.7227,1.078906,0.732246,0.98638,0.869986,0.941526,1.080064,1.08705,1.047416,0.994197,1.06909,1.068603,1.064483,0.931401,1.003081,0.947118,1.099451,1.008534,1.018717,0.934603,1.10734,1.130431,0.994522,0.957814,1.117062,0.900483,1.01337,0.970861,0.91154,1.114422,1.151556,1.055667,1.188601,0.841004,0.94833,0.97854,1.049871,0.732585,1.08012,0.972933
