,city021_001,city021_002,city021_003,city021_004,city021_005,city021_006,city021_007,city021_008,city021_009,city021_010,city021_011,city021_012,city021_013,city021_014,city021_015,city021_016,city021_017,city021_018,city021_019,city021_020,city021_021,city021_022,city021_023,city021_024,city021_025,city021_026,city021_027,city021_028,city021_029,city021_030,city021_031,city021_032,city021_033,city021_034,city021_035,city021_036,city021_037,city021_038,city021_039,city021_040,city021_041,city021_042,city021_043,city021_044,city021_045,city021_046,city021_047,city021_048,city021_049,city021_050,city021_051,city021_052,city021_053,city021_054,city021_055,city021_056,city021_057,city021_058,city021_059,city021_060,city021_061,city021_062,city021_063,city021_064,city021_065,city021_066,city021_067,city021_068,city021_069,city021_070,city021_071,city021_072,city021_073,city021_074,city021_075,city021_076,city021_077,city021_078,city021_079,city021_080,city021_081,city021_082,city021_083,city021_084,city021_085,city021_086,city021_087,city021_088,city021_089,city021_090,city021_091,city021_092,city021_093,city021_094,city021_095,city021_096,city021_097,city021_098,city021_099,city021_100
city022_067,0.887386,0.976413,0.844244,0.839096,1.09202,1.05724,1.349464,1.206015,0.939788,1.161376,0.946003,0.910652,1.033272,1.152743,0.960493,0.962579,0.913,1.622732,1.073664,0.959693,1.033211,1.107822,0.894442,0.932962,0.806293,1.109167,1.049157,1.143666,0.909477,0.925134,1.192533,1.037432,1.180183,1.075355,0.874984,1.142427,1.087448,0.987471,1.126571,1.67351,1.19414,1.003744,1.043583,0.791652,1.014269,0.961743,0.805163,1.098346,0.750118,1.096434,0.963479,1.452366,1.264904,1.032025,1.030455,1.029228,0.996289,0.997342,1.316496,1.016657,1.012251,0.978003,0.989928,1.041929,1.038039,1.046588,0.508649,1.163788,1.52592,1.080994,1.346023,1.35289,0.946027,1.102164,1.083961,0.894762,1.325609,1.083196,1.136875,1.06458,0.898615,0.953792,1.010928,1.128039,0.954126,1.192632,1.19265,0.923255,1.071756,0.948109,0.819135,1.365099,1.431135,1.040472,1.016015,1.076846,1.080084,1.034971,0.941379,1.055596
city022_068,1.134223,1.091742,1.119177,0.996559,1.003141,1.280295,1.059604,1.046614,0.878652,1.458957,0.973887,0.803825,1.092528,1.056132,0.773826,1.124333,0.818365,1.213945,1.175645,0.932911,1.068835,1.107496,1.164706,1.08498,0.945588,1.081444,0.97588,0.94197,0.979561,1.100576,1.072634,0.829304,0.914685,1.151134,0.964403,1.012904,0.923891,0.7319,1.08096,1.257192,1.42771,1.287029,1.214093,0.887248,1.227661,0.970016,1.188657,1.182354,0.996314,0.900821,0.917132,1.128353,1.108618,0.845315,1.081615,0.938377,1.177562,0.938782,1.279199,1.048773,1.019568,1.004025,1.102897,1.170198,1.182208,1.046464,1.111228,0.453844,1.029714,1.045764,1.146736,1.208171,0.995364,1.020334,1.171371,1.035423,1.132159,1.146696,1.258661,1.005228,1.016809,1.208923,0.981633,1.08008,1.06451,1.098438,1.121834,1.21436,1.089605,1.062704,0.991299,1.202105,1.26195,1.01881,1.109081,1.002337,1.326967,1.062253,1.032054,1.042263
city022_069,1.36365,1.080792,1.245556,1.350396,1.081311,1.141414,0.951204,1.019762,1.088222,1.284264,1.122304,1.385765,1.454509,0.869202,1.200545,1.583387,1.245452,1.033865,0.88656,1.277566,1.4594,1.097585,1.335469,1.183587,1.469001,1.079559,1.123816,0.813311,1.121121,1.164092,1.028213,1.172055,1.127479,1.048239,1.487947,1.055788,0.907506,1.130686,1.223414,0.849499,1.14784,1.134837,1.21406,1.385909,1.257118,1.210561,1.343957,1.123356,1.433241,1.121977,1.228207,0.921311,0.986491,1.160373,1.340093,1.021208,1.236656,1.292947,0.995946,1.169957,1.12297,1.384359,1.101342,1.09121,0.953963,1.283717,1.549673,1.151442,0.435479,0.994472,1.070383,0.959685,1.250719,1.120865,0.990323,1.076083,1.186758,1.03203,1.109124,1.196061,1.108729,1.164961,1.227179,0.955802,1.350852,1.085628,1.039736,1.210691,1.066897,1.176022,1.246965,1.073486,0.983872,1.04192,1.142636,1.079516,1.079489,1.139192,1.085967,1.263912
city022_070,1.073251,1.167345,1.028784,1.038114,1.037288,1.162903,0.77451,0.861424,1.152487,0.912459,1.13392,1.022616,1.255493,1.02127,1.069442,1.244673,1.070209,1.019152,1.104555,1.101549,1.19393,0.689313,1.141846,1.178491,1.032909,1.02247,1.167421,0.995645,1.087045,1.172427,0.75701,0.979684,1.085939,1.147702,1.100269,1.04336,1.242017,1.041951,1.025538,0.916142,0.94055,1.104504,0.929175,1.120397,0.842339,1.178534,1.27063,1.011565,1.166368,1.156941,1.060817,0.850999,0.915089,1.046417,1.154766,1.09725,0.899965,1.20519,1.164038,1.184729,1.187289,1.121088,1.061607,1.076819,1.122197,1.077173,1.065965,1.069744,1.05206,0.434388,0.889647,0.891322,0.951372,1.103262,1.044476,0.886733,0.949068,1.169112,0.894249,1.070425,1.118035,0.901291,1.133403,1.142795,0.992552,1.158621,0.817982,1.020142,1.093981,1.129749,1.001962,0.968349,0.873215,0.923044,1.16895,1.138327,0.985814,1.135002,1.167463,1.209977
city022_071,1.204237,1.327995,1.279873,1.361978,1.136052,1.170586,0.761549,0.909026,1.328115,0.948203,1.216242,1.120759,1.356619,0.99547,1.304933,1.393501,1.291644,0.747641,1.13192,1.291429,1.309028,0.931883,1.258584,1.396619,1.329029,1.087817,1.221182,1.214861,1.309006,1.368096,0.883293,1.318075,1.270453,1.219376,1.280699,1.112216,1.389318,1.295807,1.236518,0.83881,0.918864,1.173422,0.848178,1.384693,0.847344,1.383046,1.398836,1.025131,1.433236,1.310672,1.283382,0.836038,0.843139,1.396019,1.163112,1.248694,0.903759,1.316073,1.234684,1.41761,1.088523,1.394575,1.19453,1.225658,1.132707,1.288354,1.361749,1.159067,1.126779,0.860846,0.426724,0.795347,1.20654,1.004772,1.191547,1.180666,0.848306,1.226725,0.924,0.973037,1.423438,1.354102,1.032438,1.20974,1.309044,1.116645,0.829521,1.164426,1.083333,1.426969,1.325831,0.772711,0.860695,1.117212,1.133167,1.240191,1.160144,1.078198,1.41573,1.169949
city022_072,1.135275,1.211675,1.097109,1.348744,0.95684,1.121213,0.786341,0.925509,1.02307,1.069545,1.035921,1.211707,1.152005,0.770071,1.242262,1.450106,1.234664,0.88983,0.90901,1.322716,1.317428,0.96316,1.276152,1.212347,1.426326,1.107677,1.1083,1.028787,1.166838,1.211156,0.932211,1.181091,1.129857,1.02664,1.339056,1.019399,1.18651,1.148338,1.176465,0.824471,0.934521,0.96403,0.909946,1.327465,0.962642,1.189183,1.115072,0.919197,1.28814,1.14373,1.219424,0.817955,0.769436,1.235465,1.142651,1.019691,0.989727,1.339055,0.93927,1.229865,1.039817,1.353333,1.143715,1.048925,0.994145,1.158692,1.37604,1.240426,1.029846,0.900539,0.766074,0.454392,1.068603,0.982198,0.998245,1.046663,0.978956,0.996513,0.934444,0.985048,1.178987,1.234629,1.179167,1.10135,1.250337,1.025716,0.921434,1.195829,0.95597,1.187975,1.290152,0.78383,0.711389,0.957153,1.069705,1.115372,1.036408,1.166914,1.19486,1.28613
city022_073,1.05062,1.004056,0.922245,0.816777,1.072057,1.078029,0.981714,1.183937,0.845514,1.136416,0.878272,0.798781,1.053361,1.004441,0.86232,1.060773,0.847959,1.36072,1.078213,0.953921,1.062469,1.070698,1.043416,0.879704,0.841856,1.00012,1.018229,1.079062,0.6809,0.958824,1.120637,0.77336,1.013299,1.029736,0.923376,1.077199,0.938601,0.863823,1.103735,1.388205,1.157863,1.124536,1.162479,0.884286,1.055672,0.951396,0.948317,1.17337,0.957959,1.022613,0.916026,1.319154,1.143463,0.931292,1.13139,1.016324,1.021882,1.027056,1.248071,1.041267,1.153698,0.977172,1.023071,1.072426,0.982725,0.967409,0.906471,0.919702,1.17727,0.873016,1.085376,1.051797,0.422468,0.945204,0.948481,0.743513,1.311973,1.073446,1.120441,1.115172,0.925083,0.991782,1.044685,1.095444,0.916428,1.151932,1.082302,1.039438,1.073467,0.978343,0.831758,1.178939,1.063168,0.930681,1.186717,1.073691,0.99253,1.051407,0.909557,1.077647
city022_074,0.979893,0.892617,0.957783,0.978468,0.904283,0.9055,0.915849,0.953304,0.985247,1.186133,0.857579,0.901095,0.947283,0.90317,1.008821,1.05567,0.871686,1.055663,0.870758,0.876534,1.034031,1.055151,0.8654,1.043552,1.027909,0.966253,1.005642,0.997026,0.92451,0.999392,0.971115,1.016189,1.010994,0.981761,1.017593,0.916679,1.085038,0.932627,0.984079,1.211334,1.128356,0.975345,0.946878,1.007806,0.961651,1.043896,1.074771,1.030873,1.072578,0.918608,0.975935,1.211993,0.938637,1.065955,0.948071,0.937117,1.038721,0.968554,1.033577,0.915122,0.860598,1.024367,0.899403,0.88552,0.975686,0.908564,1.018431,0.989693,1.095242,1.006949,0.886721,0.958263,0.888908,0.428141,0.88137,0.890314,1.058953,1.002603,1.031716,0.949174,1.009072,0.97105,0.984043,1.082032,1.020333,1.048164,1.007174,1.040775,0.859416,0.99574,1.03221,0.930134,1.011734,0.950636,1.018547,0.880922,0.940081,0.839941,0.982871,0.81598
city022_075,1.086164,0.928345,1.01902,1.071805,0.964516,1.123747,0.953273,1.117595,1.078782,1.370554,1.140547,1.063413,1.131128,0.835725,1.098246,1.310567,0.792982,1.085055,0.911408,1.212329,1.272725,1.139371,1.019315,1.119155,1.176664,1.061947,1.11471,0.986418,1.028256,1.221048,1.189653,1.254442,1.168133,1.12922,1.275995,0.94387,1.003953,1.092662,1.156896,1.120162,1.113486,0.939976,1.112845,1.173167,1.153726,1.08538,1.164775,1.077969,1.274705,1.143876,0.929599,1.128658,1.112991,1.210305,1.226602,0.987479,1.132481,1.291964,0.984475,1.187695,0.90339,1.264576,0.952725,0.949276,0.862614,1.146132,1.166994,1.083315,0.920789,1.12358,1.119354,0.961366,0.939715,0.928733,0.429203,0.781268,1.23732,1.000113,1.052059,1.117804,0.771655,1.055459,1.102443,1.078119,1.116813,1.000931,0.974847,0.962819,0.818454,0.920242,1.004352,1.01382,0.917645,0.930157,1.100164,0.962623,0.899376,1.031253,0.8904,1.226003
city022_076,0.804144,0.894822,0.867941,0.934311,0.916181,0.959701,1.001607,1.104431,0.983621,1.134379,0.998747,0.899455,0.961213,0.944016,1.114844,1.05876,0.907771,1.379789,0.949772,0.908171,1.033883,1.057091,0.876933,1.030358,0.962889,0.952585,1.18833,1.001241,0.957547,0.967164,1.046158,1.099559,1.108488,1.034984,1.06761,0.975463,1.00206,1.073615,0.955948,1.395389,1.002341,0.858687,0.975602,1.016837,0.863179,1.031118,0.981363,1.089149,1.05499,1.048899,0.967825,1.279096,1.115462,1.106109,1.073189,0.824973,0.936993,1.022689,1.086349,0.956147,0.942938,0.974767,0.852551,0.900316,0.797699,1.01302,0.879435,1.116102,1.014556,0.930724,1.145634,1.035266,0.730644,0.891143,0.689372,0.389417,1.257219,1.021929,1.043577,1.006152,0.900981,0.811824,1.050347,1.024755,0.926441,0.981382,1.069194,0.759269,0.88534,1.003798,0.874367,1.146596,1.081593,0.864647,1.041022,1.0368,0.814844,0.880754,0.929163,1.086144
city022_077,1.102216,1.100647,1.084793,1.226269,1.047789,1.17096,0.940306,0.888683,1.008128,1.04052,1.087481,1.156551,1.151799,0.903494,1.274139,1.224781,1.259391,1.002589,0.947795,1.14031,1.103668,0.920755,1.089107,1.152989,1.129632,1.04106,1.036275,1.022546,1.076506,1.142839,0.992676,1.087311,1.149474,1.097581,1.140364,0.794392,1.336272,1.047822,0.995893,1.013777,0.923136,1.022227,0.779288,1.070381,0.949212,1.097265,1.185712,0.835557,1.212713,1.046233,1.119594,1.077711,0.826519,1.279241,0.898199,0.961622,0.914446,1.152646,0.967151,1.131251,0.813688,1.163007,0.999178,0.929756,1.033353,1.037266,1.161356,1.13806,1.227035,0.910133,0.828295,0.894969,1.246044,1.040472,1.165773,1.167745,0.556957,0.906959,0.927849,0.845728,1.259608,1.19435,0.952392,1.056742,1.013438,0.88639,0.847728,1.030177,0.979437,1.205876,1.122739,0.853925,1.015273,0.865073,0.857672,0.868113,0.995831,0.980733,1.265309,1.04541
city022_078,1.131315,1.057773,0.99551,1.101704,0.941292,1.129402,1.043629,1.028898,1.021187,1.246677,0.957719,1.189715,1.216768,0.85539,1.142619,1.387561,1.119945,1.078944,0.815177,1.212847,1.210816,1.028723,1.118166,1.047609,1.231286,1.029888,0.934279,0.978299,0.9024,1.050273,1.134357,1.061057,1.11245,0.91763,1.245539,0.822456,1.049788,0.962529,1.054294,1.083595,1.100499,0.911199,1.106098,1.170655,1.121041,0.934955,1.127332,0.872785,1.277116,1.09733,1.048135,1.109378,0.930123,1.120121,1.04545,0.984007,1.137476,1.301541,0.66007,1.128785,0.831743,1.171722,1.068192,0.922641,0.901094,1.105932,1.265403,1.261004,0.960895,1.101728,1.187695,0.944927,1.18016,1.044282,0.964255,1.080263,0.975585,0.522769,0.914976,0.988586,1.002399,1.143416,0.999379,0.809201,1.104465,0.8021,0.831912,1.017039,0.888803,0.905671,1.04056,0.924034,0.97129,0.840744,0.791477,0.844594,0.888024,1.045674,1.060447,1.156109
city022_079,1.030409,1.122999,1.06757,0.9961,1.049561,0.996326,0.950582,0.959261,1.099355,0.805676,1.066617,1.024293,1.104315,0.95386,1.142128,1.147628,1.077228,1.035305,0.973892,1.24668,1.065976,0.877595,1.032913,0.958029,1.003636,1.000631,0.954597,1.178777,0.956641,1.11996,0.982178,1.162053,1.266037,1.121642,1.124907,1.003175,1.207461,1.181237,1.05736,0.954467,0.736668,0.912093,0.945792,1.116312,0.818196,0.961223,1.075825,0.72608,1.114516,1.161259,0.972861,1.029348,0.995899,1.172597,0.927845,1.038352,0.871258,1.188231,0.960306,1.178678,1.033082,1.21482,0.920479,1.019838,1.083536,1.170533,1.015709,1.351528,1.214683,0.896641,0.836544,0.978058,1.170168,1.139358,0.980952,1.062406,0.904797,0.962285,0.46855,1.017752,0.975096,1.191386,1.090983,0.993762,1.079418,1.067755,0.797776,0.989101,0.940989,0.942086,0.905717,0.708538,0.857482,0.941901,0.960674,0.95659,0.81723,1.125499,1.068092,1.222493
city022_080,0.902727,0.97427,1.064456,1.027754,1.018977,1.07103,1.084883,1.036011,1.02146,1.081837,0.944706,0.939586,1.143294,0.972083,1.10127,0.954455,1.04763,1.206367,0.932319,1.008851,0.879206,1.080541,0.996538,1.037295,0.915422,0.937434,0.987443,1.060159,1.037521,1.163914,1.07742,1.032263,1.095542,1.141151,0.916316,0.856004,1.23354,1.016687,0.972785,1.294123,1.120838,0.966563,0.917029,0.986766,0.962363,1.007899,1.136064,0.861996,0.997877,1.006334,0.919722,1.169633,0.976721,1.15416,0.786135,0.962072,0.914545,0.966524,0.904539,1.148974,0.784991,1.074023,0.924839,1.003821,1.052165,1.005727,1.005451,0.94744,1.226336,1.062946,0.8906,1.002957,1.122512,0.938834,1.072671,1.049668,0.866881,0.955239,0.996068,0.445569,1.112452,1.123895,0.738078,1.025775,0.968239,0.854332,0.882946,0.930544,0.933326,1.096456,1.006775,1.00199,1.153215,0.873377,0.737736,0.937701,1.108617,0.830568,1.148751,0.917679
city022_081,1.104703,0.902286,0.889497,0.805348,1.072818,1.080939,1.111885,1.145012,0.878566,1.344362,0.909681,0.828082,0.989136,0.943807,0.859354,1.081629,0.743693,1.165592,0.870643,1.101768,1.087195,1.152761,0.989128,0.817841,0.900567,1.093065,0.883663,1.102199,0.817462,1.030745,1.256108,1.053574,1.168485,1.079737,1.060663,1.024075,0.849279,0.825951,1.175005,1.278847,1.161165,0.963592,1.255447,0.947337,1.098086,0.753324,0.883626,0.998995,1.073668,1.10949,0.756744,1.332622,1.224185,0.972951,1.083296,1.015984,1.157889,1.217487,1.020532,1.036451,0.999969,1.159163,1.041691,0.945599,0.888833,1.164714,0.923097,1.053189,0.913244,1.078874,1.298829,1.116576,0.935054,1.030968,0.740623,0.915248,1.361031,0.880976,1.011455,1.009781,0.413244,0.961034,1.010198,0.980881,1.050383,1.033623,0.969809,1.00702,0.924281,0.699964,0.760143,1.168082,1.11444,1.012215,1.023018,0.95157,0.971543,1.086671,0.673853,1.132806
city022_082,1.085725,0.890427,0.759948,0.974272,1.194599,0.916754,1.169227,1.274373,1.086694,1.19314,1.149931,1.057811,0.877471,1.077939,1.294571,0.908643,1.072477,1.310066,1.146913,0.895235,0.931912,1.149978,0.844159,1.05671,1.010061,1.227697,1.148489,1.213162,1.061875,0.923532,1.23972,1.2192,1.026443,0.818762,1.228464,1.117465,1.165228,1.208084,1.319524,1.371719,1.167488,1.092051,1.074742,1.232798,1.037783,1.087277,1.113718,1.147706,1.171301,1.003471,0.950132,1.385732,1.235975,1.345585,1.143491,1.037217,0.965201,0.983046,1.253507,0.890485,1.042788,0.872476,1.057602,0.92025,1.040121,0.889737,1.035909,1.329923,1.167773,1.028248,1.360305,1.258998,0.979791,0.955619,1.011394,0.898794,1.409511,1.249882,1.161765,1.237658,0.957674,0.422524,1.170046,1.164927,0.924151,1.182258,1.188246,0.883173,1.050049,0.922088,0.917143,1.240462,1.156698,1.046467,1.226585,0.944003,0.890913,1.113789,0.9974,0.92242
city022_083,0.923312,0.966851,1.094692,0.970459,1.072381,1.07074,1.235055,1.066924,1.054678,1.27238,1.090237,1.009834,1.13159,1.042436,1.146052,0.976173,1.057054,1.337752,1.020708,1.067889,0.937445,1.074633,0.943622,0.995967,0.953111,0.845014,1.004185,1.124371,0.973938,1.074199,1.152635,1.046707,1.142471,1.127061,0.937655,0.816838,1.242794,1.047105,0.94148,1.500912,1.181354,0.946123,1.015102,1.035965,0.969086,0.929017,1.029215,0.943194,1.040692,1.040774,1.011404,1.264173,1.09467,1.153307,0.870173,0.984706,1.050015,0.975144,1.028786,1.13515,0.745257,1.045514,0.900636,0.965593,1.023454,1.026375,0.999501,1.094574,1.212982,1.195843,1.098549,1.207049,1.154831,1.009995,1.035096,0.987034,0.966076,0.960573,1.074326,0.790837,1.047913,1.154362,0.646671,0.924875,0.951355,0.792792,0.960331,0.809671,0.871168,1.06586,1.007885,1.171418,1.245395,0.906004,0.762572,0.860475,1.031907,0.745617,1.158289,0.915735
city022_084,1.09871,1.045134,1.119341,1.05994,1.059662,1.078609,1.048067,0.989779,1.051841,1.324521,1.014124,0.985097,1.200701,0.924258,1.018582,1.248195,1.02241,1.021629,0.950812,1.172721,1.138814,1.087542,1.130298,0.996628,1.131956,1.011075,0.902208,1.033012,0.949087,0.976316,1.199942,0.951574,1.167291,0.892703,1.144702,0.869361,0.909892,0.993325,1.10465,0.990047,1.107448,1.034643,1.098264,1.144996,1.097057,1.009932,1.149234,0.901176,1.208031,1.088759,1.021247,1.102891,1.056337,1.004584,1.153725,0.924524,1.135599,1.220613,0.890396,1.069499,0.904847,1.16681,0.971346,0.970093,0.883277,1.114754,1.227753,1.135235,0.874307,1.11906,1.093774,1.09999,1.128606,1.103534,1.003672,1.033588,1.126477,0.843311,0.982762,1.003737,1.034411,1.136347,0.966122,0.497015,1.159582,0.958752,0.98679,1.041953,0.892574,0.971452,0.967818,1.063888,1.025813,0.964795,0.922852,0.93556,0.964531,1.02744,1.128515,1.172825
city022_085,1.004206,0.947392,0.90689,0.859146,1.057683,1.131515,1.165873,1.134768,0.981731,1.15842,1.036003,0.979504,1.097739,1.086533,0.991409,1.010633,0.879461,1.392406,1.0888,0.963282,1.011915,1.004882,0.88223,0.874648,0.789362,1.102659,0.985563,1.156559,0.817511,0.980683,1.089509,0.888883,1.033423,0.979579,0.840567,0.958291,1.069607,0.900571,0.977447,1.362541,1.087589,1.005181,0.977877,0.841327,0.925609,0.909133,0.952134,0.920391,0.916363,0.963117,0.79102,1.26582,1.077699,0.968705,1.075262,0.928618,0.937932,0.9311,1.10557,1.000513,0.920425,0.802959,1.05681,0.866245,1.093946,0.928087,0.847052,1.055185,1.256007,0.981186,1.265848,1.225218,0.926666,1.030006,1.016179,0.949846,1.096664,0.962967,1.003866,1.012947,0.93512,0.862235,0.94961,1.043656,0.463291,0.989828,0.892542,0.752014,0.973458,0.819851,0.760002,1.211119,1.094842,0.87292,1.00143,0.830289,0.913477,1.04459,0.949289,1.051179
city022_086,0.83227,0.922876,0.979311,1.013679,0.855131,1.025578,1.018423,1.005904,0.985389,1.182791,1.002569,1.173242,1.005097,0.851524,1.128905,1.130631,1.067057,1.204321,0.883334,1.136687,0.971413,0.973016,0.967361,1.072636,1.041462,0.780113,0.962367,1.019723,0.96379,1.078749,1.053785,1.083659,1.055498,1.057227,1.091751,0.637418,1.200564,0.99255,0.840252,1.223635,1.076754,0.819834,0.972466,1.016748,0.991394,0.924015,1.041666,0.894188,1.11636,1.011284,1.045681,0.977439,0.868897,1.123334,0.896317,0.935243,1.040342,0.991801,0.800135,1.069827,0.615579,1.058488,0.801947,0.922087,0.799063,0.982968,1.099467,1.102848,1.033479,1.016578,0.987282,0.965032,1.107439,1.009244,0.893552,0.938575,0.90947,0.832989,1.001573,0.809343,0.964069,1.086662,0.807879,0.92444,0.971528,0.43158,0.891254,0.762932,0.727918,0.99378,0.978312,0.972082,1.007245,0.715993,0.681219,0.804911,0.89607,0.798821,1.105732,1.063174
city022_087,1.093074,1.039872,1.003835,1.011607,1.025666,1.127896,0.925987,0.84778,1.080336,1.112152,1.051905,1.018503,1.173226,0.957169,1.088646,1.183206,0.974313,0.982735,0.961067,1.145931,1.033082,0.852135,1.048914,1.0331,0.972445,1.011165,0.897299,1.063362,0.926735,1.075945,0.885729,0.996031,1.099032,1.077003,1.029441,0.830726,1.164639,0.998443,0.98594,0.969134,0.947668,0.958587,0.962691,1.056886,0.870483,0.969985,1.177793,0.838173,1.169134,1.016292,0.896548,0.89997,0.919092,1.138088,0.978532,1.025084,1.014131,1.170797,0.903798,1.160654,0.845015,1.035452,1.028265,0.992597,0.967656,1.048181,1.118364,1.169417,1.079896,0.844982,0.864859,0.92588,1.13292,1.007801,0.913202,1.023792,0.887232,0.856146,0.855152,0.944545,1.000117,1.072799,0.898573,1.003276,0.972189,0.89906,0.422413,0.896579,0.906595,0.943597,0.927125,0.803687,0.869301,0.827618,0.863543,0.845759,0.930914,0.997045,1.085857,1.136377
city022_088,0.869545,0.841777,0.886295,0.888566,0.948465,1.043414,0.980131,1.096511,1.02881,1.083357,1.009123,1.046129,1.019519,0.927943,1.147667,1.017298,0.970431,1.376145,0.960736,0.857338,0.963528,1.001543,0.819203,0.970706,0.888627,0.939738,0.999191,1.035205,0.955802,0.971563,1.036126,1.150143,1.113165,0.985566,1.033305,0.856949,1.139075,0.972759,0.943408,1.369978,0.987153,0.863527,0.87966,1.002038,0.859493,1.011526,1.015034,0.935122,1.057087,0.930781,0.779835,1.170756,0.981752,1.082272,0.883226,0.898015,0.881607,0.995767,0.946252,1.015278,0.795318,0.96049,0.895241,0.924651,0.9484,0.999403,0.951619,1.197368,1.074387,0.938517,1.098028,1.128914,0.999472,0.935919,0.866804,0.789726,1.081853,0.939978,0.97265,0.921349,0.91036,0.755138,0.953858,0.989122,0.823605,0.841789,0.858223,0.418783,0.77723,0.887148,0.841923,1.080388,1.051513,0.722675,0.852526,0.83542,0.74934,0.866874,1.00216,0.986279
city022_089,0.935982,0.933884,0.973882,1.090198,0.768791,0.956605,0.91908,1.039816,1.007356,1.101816,0.89045,1.052346,1.066332,0.79382,1.113154,1.181764,1.011489,1.049205,0.792574,1.195226,1.075462,0.986822,1.006483,1.021202,1.09319,0.860241,0.893097,0.956519,0.964885,1.096479,1.036028,1.107697,1.15279,1.038887,1.070639,0.809508,1.075756,1.03746,0.940038,1.056141,1.019299,0.86885,0.971093,1.099113,0.926662,0.91172,0.981826,0.744878,0.982892,0.973207,0.931073,1.054615,0.866596,1.113626,0.942254,0.851769,0.99655,1.103341,0.786547,1.074147,0.784958,1.141226,0.849117,0.90602,0.895287,1.134378,1.130375,1.170869,1.089913,1.071464,0.987946,0.99006,1.063588,0.904736,0.900472,0.940777,1.027178,0.930154,0.883807,0.926998,0.959922,1.112518,0.939539,0.934594,1.098152,0.804811,0.921055,0.881414,0.484149,0.928582,0.978926,0.80018,0.895522,0.753761,0.846698,0.856198,0.793681,0.92231,1.037047,1.100453
city022_090,1.17073,0.846766,0.956522,0.758634,1.063239,1.109476,1.073003,1.134072,0.854102,1.362486,1.006807,0.889149,1.083695,0.974508,0.91011,1.067231,0.697754,1.060556,0.999444,1.086566,1.019132,1.092299,0.92365,0.79298,0.859548,1.132899,0.802339,1.112021,0.761521,1.119598,1.24879,1.010381,1.150511,0.998331,0.95307,1.06026,0.849441,0.834982,1.256277,1.231519,1.166637,1.055436,1.221131,0.923325,1.134826,0.736176,0.822597,0.881539,1.012893,1.022414,0.676649,1.204634,1.141979,1.027853,1.064607,0.977799,1.037747,1.167804,0.968039,1.101236,1.009466,1.102571,1.066686,0.920077,0.955529,1.120285,0.828042,1.098468,1.095256,1.150566,1.223547,1.201233,1.004239,1.093821,0.882644,1.061823,1.313629,0.971691,1.037495,1.057746,0.656432,0.960722,1.040848,1.007771,1.005087,1.058638,0.887159,0.964368,0.935829,0.407722,0.66848,1.056997,1.075,0.982608,1.019599,0.818207,0.908383,1.076637,0.694761,1.085362
city022_091,0.966122,0.882621,0.870826,0.676045,1.005217,1.099857,1.008497,1.130732,0.854248,1.193215,0.939218,0.793921,0.942428,1.010823,0.870096,0.953965,0.657737,1.209231,1.103996,0.883392,0.943761,1.040686,0.908997,0.768671,0.716077,1.073139,0.731485,1.163608,0.739743,1.012037,1.137573,0.89856,1.09057,1.039484,0.848194,0.96989,0.938256,0.733855,1.038376,1.332038,1.078099,0.991206,1.121478,0.842633,0.961893,0.678434,0.842834,0.911882,0.858674,0.918189,0.666163,1.257079,1.119666,0.823219,0.935614,0.912923,0.929535,0.941933,0.995643,0.974524,0.963419,0.846159,1.049194,0.959097,1.024114,1.04464,0.823009,0.91241,1.182973,1.027695,1.20269,1.213157,0.793997,1.029449,0.951901,0.903129,1.239767,0.943898,0.961885,1.020487,0.716972,0.925017,0.954903,1.026383,0.876032,1.00731,0.893734,0.868997,0.915587,0.664166,0.520201,1.087769,0.989664,0.77887,1.010086,0.838913,0.911957,1.096827,0.831282,1.044469
city022_092,1.135987,1.296899,1.186643,1.206895,0.969776,1.066928,0.763668,0.953639,1.23053,0.912947,1.116893,1.112716,1.219566,0.913544,1.135347,1.289359,1.210703,0.866453,0.984294,1.372163,1.211676,1.017834,1.276541,1.204027,1.254917,1.070783,1.05462,1.185752,1.155506,1.303637,0.980548,1.270892,1.268304,1.196187,1.277737,0.987302,1.365036,1.180595,1.186449,0.82409,0.788089,1.000733,0.979828,1.276315,0.83932,1.159006,1.255566,0.861947,1.297107,1.200491,1.090308,0.912699,0.83472,1.224654,1.036548,1.0924,0.947474,1.349584,0.909715,1.310832,1.024054,1.341774,0.999735,1.12335,1.004185,1.266169,1.313965,1.296285,1.219242,0.953313,0.628509,0.883856,1.236525,1.013389,1.100673,1.211989,0.889126,1.075113,0.676688,0.990752,1.210914,1.316194,1.121314,1.101832,1.297986,1.067734,0.80629,1.184359,0.906596,1.217928,1.150233,0.41883,0.839203,0.961247,0.988206,1.029081,0.929552,1.166778,1.326996,1.30924
