0,0
1,0
2,1
3,1
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
6,22
7,22
8,22
9,22
9,23
9,24
10,25
10,26
10,27
10,28
10,29
10,30
10,31
10,32
10,33
10,34
11,35
11,36
12,36
13,36
14,36
15,36
16,37
16,38
16,39
16,40
16,41
16,42
16,43
16,44
16,45
16,46
17,46
18,47
19,48
19,49
20,49
21,49
22,49
23,50
23,51
24,51
25,51
26,51
27,51
28,51
28,52
29,52
30,52
31,52
32,52
33,52
34,52
35,52
36,52
37,52
38,52
39,52
40,52
40,53
40,54
40,55
40,56
40,57
40,58
41,59
42,60
43,60
44,60
45,60
46,60
47,60
48,61
49,62
50,62
51,62
51,63
52,64
53,64
53,65
54,65
55,66
56,66
57,66
58,66
59,66
59,67
60,68
60,69
60,70
60,71
60,72
60,73
60,74
60,75
60,76
61,76
61,77
61,78
61,79
61,80
62,81
63,81
63,82
63,83
63,84
63,85
63,86
64,86
65,87
66,87
66,88
67,89
67,90
68,91
69,91
69,90
70,91
63,90
64,91
73,89
74,90
75,91
66,91
