0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
1,25
2,25
3,25
4,25
4,26
5,26
6,26
7,26
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
9,33
10,33
11,33
12,33
12,34
12,35
12,36
12,37
13,37
14,37
15,37
16,37
16,38
16,39
16,40
16,41
16,42
16,43
16,44
16,45
16,46
16,47
16,48
16,49
16,50
16,51
16,52
16,53
16,54
17,55
18,56
19,57
20,57
21,57
22,57
23,57
24,57
25,57
26,57
27,57
28,57
29,57
30,57
31,57
32,57
33,57
34,57
35,57
36,57
37,57
38,57
39,57
40,57
41,57
42,57
43,57
44,57
45,57
46,57
47,57
47,58
47,59
47,60
47,61
47,62
48,62
49,63
49,64
49,65
49,66
49,67
49,68
49,69
50,69
51,70
51,71
51,72
51,73
51,74
51,75
51,76
51,77
51,78
51,79
52,79
53,79
54,79
55,79
56,80
57,81
58,82
59,82
60,82
61,82
62,82
63,82
64,82
65,82
66,82
67,82
68,82
69,82
70,82
71,82
72,82
72,83
72,84
72,85
72,86
72,87
72,88
