0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
48,1
49,1
50,1
51,2
51,3
51,4
51,5
51,6
51,7
52,8
53,9
54,10
54,11
54,12
54,13
54,14
54,15
54,16
54,17
54,18
55,18
55,19
55,20
55,21
55,22
55,23
55,24
55,25
55,26
55,27
55,28
55,29
55,30
55,31
55,32
55,33
55,34
55,35
55,36
56,37
57,38
58,39
59,40
60,41
60,42
61,42
62,42
62,43
62,44
62,45
63,46
63,47
64,47
65,47
66,47
