0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,1
57,2
57,3
58,3
59,4
59,5
60,6
61,7
62,7
63,7
63,8
64,9
65,10
65,11
66,12
67,12
67,13
67,14
68,15
69,15
70,16
71,17
72,18
72,19
73,20
73,21
73,22
73,23
73,24
73,25
73,26
73,27
73,28
73,29
73,30
73,31
74,31
75,31
76,31
76,32
76,33
76,34
76,35
76,36
77,36
78,36
79,36
80,36
80,37
80,38
80,39
80,40
80,41
80,42
80,43
80,44
80,45
80,46
80,47
80,48
80,49
80,50
80,51
81,51
82,51
83,51
84,51
84,52
84,53
84,54
84,55
84,56
84,57
84,58
84,59
84,60
84,61
84,62
84,63
84,64
84,65
84,66
84,67
84,68
84,69
84,70
84,71
